movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
tt1016150,All Quiet on the Western Front,2022,R,148 min,"Action, Drama, War",7.8,A young German soldier's terrifying experiences and distress on the western front during World War I.,Edward Berger,/name/nm0074163/,"Felix Kammerer, 
Albrecht Schuch, 
Aaron Hilmer, 
Moritz Klaus","/name/nm0436835/,/name/nm3477129/,/name/nm6037256/,/name/nm2714111/",139754.0,
tt2584384,Jojo Rabbit,2019,PG-13,108 min,"Comedy, Drama, War",7.9,A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,Taika Waititi,/name/nm0169806/,"Roman Griffin Davis, 
Thomasin McKenzie, 
Scarlett Johansson, 
Taika Waititi","/name/nm9877392/,/name/nm5057169/,/name/nm0424060/,/name/nm0169806/",399264.0,33370906.0
tt7693316,Devotion,2022,PG-13,139 min,"Action, Drama, War",6.6,A pair of U.S. Navy fighter pilots risk their lives during the Korean War and become some of the Navy's most celebrated wingmen.,J.D. Dillard,/name/nm2300570/,"Jonathan Majors, 
Glen Powell, 
Christina Jackson, 
Thomas Sadoski","/name/nm3718007/,/name/nm1412974/,/name/nm2325956/,/name/nm0755603/",15135.0,
tt9737876,Narvik: Hitler's First Defeat,2022,TV-14,108 min,"Drama, History, War",6.6,"April 1940. The eyes of the world are on Narvik, a small town in northern Norway, source of the iron ore needed for Hitler's war machinery. Through two months of fierce winter warfare, Hitler is dealt his first defeat.",Erik Skjoldbjærg,/name/nm0804408/,"Billy Campbell, 
Kristine Hartgen, 
Stig Henrik Hoff, 
Henrik Mestad","/name/nm0001004/,/name/nm12242794/,/name/nm0388732/,/name/nm0582278/",9051.0,
tt3291150,The Expendables 4,2023,,,"Action, Adventure, Thriller",,The Expendables will square up against: an arms dealer who commands the might of a massive private army.,Scott Waugh,/name/nm0915304/,"Jason Statham, 
50 Cent, 
Megan Fox, 
Dolph Lundgren","/name/nm0005458/,/name/nm1265067/,/name/nm1083271/,/name/nm0000185/",,
tt0361748,Inglourious Basterds,2009,R,153 min,"Adventure, Drama, War",8.3,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Quentin Tarantino,/name/nm0000233/,"Brad Pitt, 
Diane Kruger, 
Eli Roth, 
Mélanie Laurent","/name/nm0000093/,/name/nm1208167/,/name/nm0744834/,/name/nm0491259/",1464903.0,120540719.0
tt5013056,Dunkirk,2017,PG-13,106 min,"Action, Drama, History",7.8,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",Christopher Nolan,/name/nm0634240/,"Fionn Whitehead, 
Barry Keoghan, 
Mark Rylance, 
Tom Hardy","/name/nm7887725/,/name/nm4422686/,/name/nm0753314/,/name/nm0362766/",669727.0,188373161.0
tt0078788,Apocalypse Now,1979,R,147 min,"Drama, Mystery, War",8.5,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,Francis Ford Coppola,/name/nm0000338/,"Martin Sheen, 
Marlon Brando, 
Robert Duvall, 
Frederic Forrest","/name/nm0000640/,/name/nm0000008/,/name/nm0000380/,/name/nm0002078/",673330.0,83471511.0
tt1631867,Edge of Tomorrow,2014,PG-13,113 min,"Action, Adventure, Sci-Fi",7.9,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",Doug Liman,/name/nm0510731/,"Tom Cruise, 
Emily Blunt, 
Bill Paxton, 
Brendan Gleeson","/name/nm0000129/,/name/nm1289434/,/name/nm0000200/,/name/nm0322407/",687691.0,100206256.0
tt8579674,1917,2019,R,119 min,"Action, Drama, War",8.2,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Sam Mendes,/name/nm0005222/,"Dean-Charles Chapman, 
George MacKay, 
Daniel Mays, 
Colin Firth","/name/nm2835616/,/name/nm1126657/,/name/nm0990547/,/name/nm0000147/",603093.0,159227644.0
tt2119532,Hacksaw Ridge,2016,R,139 min,"Biography, Drama, History",8.1,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",Mel Gibson,/name/nm0000154/,"Andrew Garfield, 
Sam Worthington, 
Luke Bracey, 
Teresa Palmer","/name/nm1940449/,/name/nm0941777/,/name/nm3478396/,/name/nm1954240/",535776.0,67209615.0
tt10545296,The Hunger Games: The Ballad of Songbirds and Snakes,2023,,,"Action, Adventure, Drama",,Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.,Francis Lawrence,/name/nm1349376/,"Viola Davis, 
Hunter Schafer, 
Peter Dinklage, 
Burn Gorman","/name/nm0205626/,/name/nm9476408/,/name/nm0227759/,/name/nm1218607/",,
tt0120815,Saving Private Ryan,1998,R,169 min,"Drama, War",8.6,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",Steven Spielberg,/name/nm0000229/,"Tom Hanks, 
Matt Damon, 
Tom Sizemore, 
Edward Burns","/name/nm0000158/,/name/nm0000354/,/name/nm0001744/,/name/nm0122653/",1402550.0,216540909.0
tt0765010,Brothers,2009,R,105 min,"Drama, Thriller, War",7.1,"While on tour in Afghanistan, Sam's copter is shot down and he is presumed dead. Back home, it is his screw-up brother who looks after the family. Sam does return, but with a lot of excess baggage.",Jim Sheridan,/name/nm0006487/,"Jake Gyllenhaal, 
Natalie Portman, 
Tobey Maguire, 
Sam Shepard","/name/nm0350453/,/name/nm0000204/,/name/nm0001497/,/name/nm0001731/",132357.0,28501651.0
tt8883486,Medieval,2022,R,125 min,"Action, Drama, History",5.9,"The story of fifteenth century Czech icon and warlord Jan Zizka, who defeated armies of the Teutonic Order and the Holy Roman Empire.",Petr Jákl,/name/nm1362893/,"Ben Foster, 
Sophie Lowe, 
Michael Caine, 
Til Schweiger","/name/nm0004936/,/name/nm2998321/,/name/nm0000323/,/name/nm0001709/",8759.0,
tt0783233,Atonement,2007,R,123 min,"Drama, Mystery, Romance",7.8,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,Joe Wright,/name/nm0942504/,"Keira Knightley, 
James McAvoy, 
Brenda Blethyn, 
Saoirse Ronan","/name/nm0461136/,/name/nm0564215/,/name/nm0000950/,/name/nm1519680/",283226.0,50927067.0
tt2713180,Fury,2014,R,134 min,"Action, Drama, War",7.5,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",David Ayer,/name/nm0043742/,"Brad Pitt, 
Shia LaBeouf, 
Logan Lerman, 
Michael Peña","/name/nm0000093/,/name/nm0479471/,/name/nm0503567/,/name/nm0671567/",500926.0,85817906.0
tt0112573,Braveheart,1995,R,178 min,"Biography, Drama, History",8.4,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,Mel Gibson,/name/nm0000154/,"Mel Gibson, 
Sophie Marceau, 
Patrick McGoohan, 
Angus Macfadyen","/name/nm0000154/,/name/nm0000521/,/name/nm0001526/,/name/nm0005171/",1044563.0,75600000.0
tt0118799,Life Is Beautiful,1997,PG-13,116 min,"Comedy, Drama, Romance",8.6,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",Roberto Benigni,/name/nm0000905/,"Roberto Benigni, 
Nicoletta Braschi, 
Giorgio Cantarini, 
Giustino Durano","/name/nm0000905/,/name/nm0000971/,/name/nm0134493/,/name/nm0243842/",701318.0,57598247.0
tt0253474,The Pianist,2002,R,150 min,"Biography, Drama, Music",8.5,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,Roman Polanski,/name/nm0000591/,"Adrien Brody, 
Thomas Kretschmann, 
Frank Finlay, 
Emilia Fox","/name/nm0004778/,/name/nm0470981/,/name/nm0277975/,/name/nm0288976/",840756.0,32572577.0
tt1879016,Operation Mincemeat,2021,PG-13,128 min,"Drama, War",6.6,"During WWII, two intelligence officers use a corpse and false papers to outwit German troops.",John Madden,/name/nm0006960/,"Colin Firth, 
Matthew Macfadyen, 
Kelly Macdonald, 
Rufus Wright","/name/nm0000147/,/name/nm0532193/,/name/nm0531808/,/name/nm0942782/",28324.0,
tt0091251,Come and See,1985,Not Rated,142 min,"Drama, Thriller, War",8.4,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",Elem Klimov,/name/nm0459552/,"Aleksey Kravchenko, 
Olga Mironova, 
Liubomiras Laucevicius, 
Vladas Bagdonas","/name/nm0470385/,/name/nm0592500/,/name/nm0490708/,/name/nm0046575/",82512.0,
tt7984766,The King,2019,R,140 min,"Biography, Drama, History",7.3,"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",David Michôd,/name/nm2391575/,"Tom Glynn-Carney, 
Gábor Czap, 
Tom Fisher, 
Edward Ashley","/name/nm6077951/,/name/nm5994557/,/name/nm1433660/,/name/nm5361352/",134316.0,
tt2084970,The Imitation Game,2014,PG-13,114 min,"Biography, Drama, Thriller",8.0,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",Morten Tyldum,/name/nm0878763/,"Benedict Cumberbatch, 
Keira Knightley, 
Matthew Goode, 
Allen Leech","/name/nm1212722/,/name/nm0461136/,/name/nm0328828/,/name/nm1395602/",778565.0,91125683.0
tt0034583,Casablanca,1942,PG,102 min,"Drama, Romance, War",8.5,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,Michael Curtiz,/name/nm0002031/,"Humphrey Bogart, 
Ingrid Bergman, 
Paul Henreid, 
Claude Rains","/name/nm0000007/,/name/nm0000006/,/name/nm0002134/,/name/nm0001647/",576217.0,1024560.0
tt0093058,Full Metal Jacket,1987,R,116 min,"Drama, War",8.3,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,Stanley Kubrick,/name/nm0000040/,"Matthew Modine, 
R. Lee Ermey, 
Vincent D'Onofrio, 
Adam Baldwin","/name/nm0000546/,/name/nm0000388/,/name/nm0000352/,/name/nm0000284/",748878.0,46357676.0
tt0451279,Wonder Woman,2017,PG-13,141 min,"Action, Adventure, Fantasy",7.4,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",Patty Jenkins,/name/nm0420941/,"Gal Gadot, 
Chris Pine, 
Robin Wright, 
Lucy Davis","/name/nm2933757/,/name/nm1517976/,/name/nm0000705/,/name/nm0205063/",665310.0,412563408.0
tt0320661,Kingdom of Heaven,2005,R,144 min,"Action, Adventure, Drama",7.2,"Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.",Ridley Scott,/name/nm0000631/,"Orlando Bloom, 
Eva Green, 
Liam Neeson, 
Martin Hancock","/name/nm0089217/,/name/nm1200692/,/name/nm0000553/,/name/nm0359398/",293295.0,47398413.0
tt0942385,Tropic Thunder,2008,R,107 min,"Action, Comedy, War",7.1,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",Ben Stiller,/name/nm0001774/,"Ben Stiller, 
Jack Black, 
Robert Downey Jr., 
Jeff Kahn","/name/nm0001774/,/name/nm0085312/,/name/nm0000375/,/name/nm0434854/",422817.0,110515313.0
tt0213847,Malena,2000,R,108 min,"Drama, Romance, War",7.4,"Amidst the war climate, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town.",Giuseppe Tornatore,/name/nm0868153/,"Monica Bellucci, 
Giuseppe Sulfaro, 
Luciano Federico, 
Matilde Piana","/name/nm0000899/,/name/nm0837868/,/name/nm0270119/,/name/nm0681218/",105042.0,3448233.0
tt0087985,Red Dawn,1984,PG-13,114 min,"Action, Drama, Thriller",6.3,"It is the dawn of World War III. In the west mountains of America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces.",John Milius,/name/nm0587518/,"Patrick Swayze, 
C. Thomas Howell, 
Lea Thompson, 
Charlie Sheen","/name/nm0000664/,/name/nm0001367/,/name/nm0000670/,/name/nm0000221/",59159.0,38376497.0
tt0020629,All Quiet on the Western Front,1930,Passed,152 min,"Drama, War",8.1,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",Lewis Milestone,/name/nm0587277/,"Lew Ayres, 
Louis Wolheim, 
John Wray, 
Arnold Lucy","/name/nm0000817/,/name/nm0938464/,/name/nm0942046/,/name/nm0524803/",64208.0,3270000.0
tt0265086,Black Hawk Down,2001,R,144 min,"Action, Drama, History",7.7,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.",Ridley Scott,/name/nm0000631/,"Josh Hartnett, 
Ewan McGregor, 
Tom Sizemore, 
Eric Bana","/name/nm0001326/,/name/nm0000191/,/name/nm0001744/,/name/nm0051509/",401720.0,108638745.0
tt0457430,Pan's Labyrinth,2006,R,118 min,"Drama, Fantasy, War",8.2,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",Guillermo del Toro,/name/nm0868219/,"Ivana Baquero, 
Ariadna Gil, 
Sergi López, 
Maribel Verdú","/name/nm1419440/,/name/nm0317725/,/name/nm0530365/,/name/nm0893941/",674357.0,37634615.0
tt0993840,Army of the Dead,2021,R,148 min,"Action, Crime, Drama",5.7,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble, venturing into the quarantine zone to pull off the greatest heist ever attempted.",Zack Snyder,/name/nm0811583/,"Dave Bautista, 
Ella Purnell, 
Ana de la Reguera, 
Omari Hardwick","/name/nm1176985/,/name/nm3480246/,/name/nm0478886/,/name/nm1165044/",175572.0,1000000.0
tt10521092,The Forgotten Battle,2020,TV-MA,124 min,"Drama, War",7.1,"1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Schelde. Their choices differ, but their goal is the same: freedom.",Matthijs van Heijningen Jr.,/name/nm0374048/,"Gijs Blom, 
Jamie Flatters, 
Susan Radder, 
Jan Bijvoet","/name/nm4714014/,/name/nm7370588/,/name/nm2205858/,/name/nm0082052/",32179.0,
tt0031381,Gone with the Wind,1939,Passed,238 min,"Drama, Romance, War",8.2,American motion picture classic in which a manipulative woman and a roguish man conduct a turbulent romance during the Civil War and Reconstruction periods.,"Victor Fleming, 
George Cukor, 
Sam Wood",/name/nm0281808/,"Clark Gable, 
Vivien Leigh, 
Thomas Mitchell, 
Barbara O'Neil","/name/nm0002030/,/name/nm0939992/,/name/nm0000022/,/name/nm0000046/,/name/nm0593775/,/name/nm0641966/",318630.0,198676459.0
tt0213149,Pearl Harbor,2001,PG-13,183 min,"Action, Drama, History",6.2,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,Michael Bay,/name/nm0000881/,"Ben Affleck, 
Kate Beckinsale, 
Josh Hartnett, 
William Lee Scott","/name/nm0000255/,/name/nm0000295/,/name/nm0001326/,/name/nm0005406/",337171.0,198542554.0
tt0077416,The Deer Hunter,1978,R,183 min,"Drama, War",8.1,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,Michael Cimino,/name/nm0001047/,"Robert De Niro, 
Christopher Walken, 
John Cazale, 
John Savage","/name/nm0000134/,/name/nm0000686/,/name/nm0001030/,/name/nm0001698/",342732.0,48979328.0
tt4172430,13 Hours,2016,R,144 min,"Action, Drama, History",7.3,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",Michael Bay,/name/nm0000881/,"John Krasinski, 
Pablo Schreiber, 
James Badge Dale, 
David Denman","/name/nm1024677/,/name/nm1032567/,/name/nm0197647/,/name/nm0219292/",147124.0,52853219.0
tt0091763,Platoon,1986,R,120 min,"Drama, War",8.1,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",Oliver Stone,/name/nm0000231/,"Charlie Sheen, 
Tom Berenger, 
Willem Dafoe, 
Keith David","/name/nm0000221/,/name/nm0000297/,/name/nm0000353/,/name/nm0202966/",418412.0,138530565.0
tt0056172,Lawrence of Arabia,1962,Approved,218 min,"Adventure, Biography, Drama",8.3,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",David Lean,/name/nm0000180/,"Peter O'Toole, 
Alec Guinness, 
Anthony Quinn, 
Jack Hawkins","/name/nm0000564/,/name/nm0000027/,/name/nm0000063/,/name/nm0370144/",296933.0,44824144.0
tt1790885,Zero Dark Thirty,2012,R,157 min,"Drama, History, Thriller",7.4,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.",Kathryn Bigelow,/name/nm0000941/,"Jessica Chastain, 
Joel Edgerton, 
Chris Pratt, 
Mark Strong","/name/nm1567113/,/name/nm0249291/,/name/nm0695435/,/name/nm0835016/",305795.0,95720716.0
tt0104691,The Last of the Mohicans,1992,R,112 min,"Action, Adventure, Drama",7.7,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,Michael Mann,/name/nm0000520/,"Daniel Day-Lewis, 
Madeleine Stowe, 
Russell Means, 
Eric Schweig","/name/nm0000358/,/name/nm0000656/,/name/nm0575184/,/name/nm0777760/",174240.0,75505856.0
tt0363163,Downfall,2004,R,156 min,"Biography, Drama, History",8.2,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",Oliver Hirschbiegel,/name/nm0386570/,"Bruno Ganz, 
Alexandra Maria Lara, 
Ulrich Matthes, 
Juliane Köhler","/name/nm0004486/,/name/nm0487884/,/name/nm0559890/,/name/nm0477810/",358744.0,5509040.0
tt0914798,The Boy in the Striped Pajamas,2008,PG-13,94 min,"Drama, War",7.7,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",Mark Herman,/name/nm0379179/,"Asa Butterfield, 
David Thewlis, 
Rupert Friend, 
Zac Mattoon O'Brien","/name/nm2633535/,/name/nm0000667/,/name/nm1670029/,/name/nm2726789/",224302.0,9030581.0
tt0887912,The Hurt Locker,2008,R,131 min,"Drama, Thriller, War",7.5,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",Kathryn Bigelow,/name/nm0000941/,"Jeremy Renner, 
Anthony Mackie, 
Brian Geraghty, 
Guy Pearce","/name/nm0719637/,/name/nm1107001/,/name/nm1310016/,/name/nm0001602/",456539.0,17017811.0
tt0120863,The Thin Red Line,1998,R,170 min,"Drama, History, War",7.6,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",Terrence Malick,/name/nm0000517/,"Jim Caviezel, 
Sean Penn, 
Nick Nolte, 
Kirk Acevedo","/name/nm0001029/,/name/nm0000576/,/name/nm0000560/,/name/nm0009716/",190532.0,36400491.0
tt0095327,Grave of the Fireflies,1988,Not Rated,89 min,"Animation, Drama, War",8.5,A young boy and his little sister struggle to survive in Japan during World War II.,Isao Takahata,/name/nm0847223/,"Tsutomu Tatsumi, 
Ayano Shiraishi, 
Akemi Yamaguchi, 
Yoshiko Shinohara","/name/nm0851302/,/name/nm0794186/,/name/nm0945312/,/name/nm0794002/",281276.0,
tt6048922,Greyhound,2020,PG-13,91 min,"Action, Drama, History",7.0,"Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack.",Aaron Schneider,/name/nm0773689/,"Tom Hanks, 
Elisabeth Shue, 
Stephen Graham, 
Matt Helm","/name/nm0000158/,/name/nm0000223/,/name/nm0334318/,/name/nm5090093/",100356.0,
tt1091191,Lone Survivor,2013,R,121 min,"Action, Biography, Drama",7.5,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",Peter Berg,/name/nm0000916/,"Mark Wahlberg, 
Taylor Kitsch, 
Emile Hirsch, 
Ben Foster","/name/nm0000242/,/name/nm2018237/,/name/nm0386472/,/name/nm0004936/",292050.0,125095601.0
tt6294822,The Post,2017,PG-13,116 min,"Biography, Drama, History",7.2,A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government.,Steven Spielberg,/name/nm0000229/,"Meryl Streep, 
Tom Hanks, 
Sarah Paulson, 
Bob Odenkirk","/name/nm0000658/,/name/nm0000158/,/name/nm0005299/,/name/nm0644022/",154096.0,81903458.0
tt1809398,Unbroken,2014,PG-13,137 min,"Action, Biography, Drama",7.2,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",Angelina Jolie,/name/nm0001401/,"Jack O'Connell, 
Miyavi, 
Domhnall Gleeson, 
Garrett Hedlund","/name/nm1925239/,/name/nm2032193/,/name/nm1727304/,/name/nm1330560/",171382.0,115637895.0
tt13287846,Napoleon,,,,"Action, Biography, Drama",,"The film is an original and personal look at Napoleon Bonaparte's origins and his swift, ruthless climb to emperor, viewed through the prism of his addictive and often volatile relationship with his wife and one true love, Josephine.",Ridley Scott,/name/nm0000631/,"Vanessa Kirby, 
Joaquin Phoenix, 
Ludivine Sagnier, 
Ben Miles","/name/nm3948952/,/name/nm0001618/,/name/nm0756203/,/name/nm0587060/",,
tt10268488,The Greatest Beer Run Ever,2022,R,126 min,"Adventure, Comedy, Drama",6.8,A man's story of leaving New York in 1967 to bring beer to his childhood buddies in the Army while they are fighting in Vietnam.,Peter Farrelly,/name/nm0268380/,"Zac Efron, 
Russell Crowe, 
Jake Picking, 
Kyle Allen","/name/nm1374980/,/name/nm0000128/,/name/nm4917623/,/name/nm6563873/",19481.0,
tt0120762,Mulan,1998,G,87 min,"Animation, Adventure, Comedy",7.6,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","Tony Bancroft, 
Barry Cook",/name/nm0051643/,"Ming-Na Wen, 
Eddie Murphy, 
BD Wong, 
Miguel Ferrer","/name/nm0176905/,/name/nm0001840/,/name/nm0000552/,/name/nm0000703/,/name/nm0001208/",293662.0,120620254.0
tt2179136,American Sniper,2014,R,133 min,"Action, Biography, Drama",7.3,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.",Clint Eastwood,/name/nm0000142/,"Bradley Cooper, 
Sienna Miller, 
Kyle Gallner, 
Cole Konis","/name/nm0177896/,/name/nm1092227/,/name/nm0973177/,/name/nm6518675/",495061.0,350126372.0
tt6924650,Midway,2019,PG-13,138 min,"Action, Drama, History",6.7,"The story of the Battle of Midway, told by the leaders and the sailors who fought it.",Roland Emmerich,/name/nm0000386/,"Ed Skrein, 
Patrick Wilson, 
Woody Harrelson, 
Luke Evans","/name/nm4534098/,/name/nm0933940/,/name/nm0000437/,/name/nm1812656/",87889.0,56846802.0
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,PG,95 min,"Comedy, War",8.4,"An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",Stanley Kubrick,/name/nm0000040/,"Peter Sellers, 
George C. Scott, 
Sterling Hayden, 
Keenan Wynn","/name/nm0000634/,/name/nm0001715/,/name/nm0001330/,/name/nm0943978/",494872.0,275902.0
tt0311113,Master and Commander: The Far Side of the World,2003,PG-13,138 min,"Action, Adventure, Drama",7.4,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.",Peter Weir,/name/nm0001837/,"Russell Crowe, 
Paul Bettany, 
Billy Boyd, 
James D'Arcy","/name/nm0000128/,/name/nm0079273/,/name/nm0101710/,/name/nm0195439/",225281.0,93927920.0
tt0187393,The Patriot,2000,R,165 min,"Action, Drama, History",7.2,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,Roland Emmerich,/name/nm0000386/,"Mel Gibson, 
Heath Ledger, 
Joely Richardson, 
Jason Isaacs","/name/nm0000154/,/name/nm0005132/,/name/nm0000613/,/name/nm0005042/",279444.0,113330342.0
tt0116209,The English Patient,1996,R,162 min,"Drama, Romance, War",7.4,"At the close of World War II, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",Anthony Minghella,/name/nm0005237/,"Ralph Fiennes, 
Juliette Binoche, 
Willem Dafoe, 
Kristin Scott Thomas","/name/nm0000146/,/name/nm0000300/,/name/nm0000353/,/name/nm0000218/",192872.0,78651430.0
tt2005151,War Dogs,2016,R,114 min,"Biography, Comedy, Crime",7.1,"Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan.",Todd Phillips,/name/nm0680846/,"Jonah Hill, 
Miles Teller, 
Steve Lantz, 
Gregg Weiner","/name/nm1706767/,/name/nm1886602/,/name/nm3111373/,/name/nm1816775/",225913.0,43034523.0
tt0110322,Legends of the Fall,1994,R,133 min,"Drama, Romance, War",7.5,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",Edward Zwick,/name/nm0001880/,"Brad Pitt, 
Anthony Hopkins, 
Aidan Quinn, 
Julia Ormond","/name/nm0000093/,/name/nm0000164/,/name/nm0001644/,/name/nm0000566/",170549.0,66638883.0
tt3682448,Bridge of Spies,2015,PG-13,142 min,"Drama, History, Thriller",7.6,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",Steven Spielberg,/name/nm0000229/,"Tom Hanks, 
Mark Rylance, 
Alan Alda, 
Amy Ryan","/name/nm0000158/,/name/nm0753314/,/name/nm0000257/,/name/nm0752407/",314994.0,72313754.0
tt4555426,Darkest Hour,2017,PG-13,125 min,"Biography, Drama, War",7.4,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire.",Joe Wright,/name/nm0942504/,"Gary Oldman, 
Lily James, 
Kristin Scott Thomas, 
Ben Mendelsohn","/name/nm0000198/,/name/nm4141252/,/name/nm0000218/,/name/nm0578853/",205927.0,56468410.0
tt0443272,Lincoln,2012,PG-13,150 min,"Biography, Drama, History",7.3,"As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.",Steven Spielberg,/name/nm0000229/,"Daniel Day-Lewis, 
Sally Field, 
David Strathairn, 
Joseph Gordon-Levitt","/name/nm0000358/,/name/nm0000398/,/name/nm0000657/,/name/nm0330687/",263404.0,182207973.0
